District code,District name,Category,Student group,2022-2023 student count - year to date,2022-2023 attendance rate - year to date,2021-2022 student count,2021-2022 attendance rate,2020-2021 student count,2020-2021 attendance rate,2019-2020 student count,2019-2020 attendance rate,Reporting period,Update date
590011,Groton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1690,0.9048,1689,0.8972,1945,0.8255,1932,0.933,May-23,6/16/23
590011,Groton School District,English Learners,English Learners,148,0.9241,174,0.9146,150,0.8437,168,0.9326,May-23,6/16/23
590011,Groton School District,Race/Ethnicity,All other races,769,0.9177,748,0.9152,708,0.8757,691,0.9451,May-23,6/16/23
590011,Groton School District,Race/Ethnicity,Black or African American,292,0.9178,265,0.9084,285,0.8254,322,0.9432,May-23,6/16/23
590011,Groton School District,Race/Ethnicity,Hispanic/Latino of any race,973,0.9092,937,0.9037,891,0.8197,906,0.9357,May-23,6/16/23
590011,Groton School District,Race/Ethnicity,White,1808,0.9281,1887,0.924,1914,0.9,2090,0.9483,May-23,6/16/23
590011,Groton School District,High Needs,Students Without High Needs,1824,0.9352,1812,0.9346,1570,0.9221,1773,0.9571,May-23,6/16/23
590011,Groton School District,High Needs,Students With High Needs,2018,0.9078,2025,0.9002,2228,0.8359,2236,0.9343,May-23,6/16/23
600011,Guilford School District,,All Students,3116,0.9422,3109,0.9435,3098,0.982,3232,0.9576,May-23,6/16/23
600011,Guilford School District,Students With Disabilities,Students With Disabilities,396,0.9262,429,0.9251,401,0.9679,383,0.945,May-23,6/16/23
600011,Guilford School District,Free/Reduced Lunch,Free Meal Eligible,271,0.9271,301,0.92,242,0.9694,330,0.9425,May-23,6/16/23
600011,Guilford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,96,0.9298,109,0.9214,73,0.9641,96,0.9513,May-23,6/16/23
600011,Guilford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,367,0.9278,410,0.9204,315,0.9682,426,0.9445,May-23,6/16/23
600011,Guilford School District,English Learners,English Learners,47,0.9308,49,0.9496,62,0.983,69,0.9554,May-23,6/16/23
600011,Guilford School District,Race/Ethnicity,All other races,328,0.9539,322,0.9531,294,0.9882,281,0.9632,May-23,6/16/23
600011,Guilford School District,Race/Ethnicity,Black or African American,38,0.951,37,0.9417,39,0.9865,34,0.9531,May-23,6/16/23
600011,Guilford School District,Race/Ethnicity,Hispanic/Latino of any race,288,0.9375,259,0.9353,250,0.9787,245,0.9488,May-23,6/16/23
600011,Guilford School District,Race/Ethnicity,White,2462,0.9411,2491,0.9431,2515,0.9815,2672,0.9578,May-23,6/16/23
600011,Guilford School District,High Needs,Students Without High Needs,2412,0.9466,2343,0.9489,2416,0.9851,2466,0.9607,May-23,6/16/23
600011,Guilford School District,High Needs,Students With High Needs,704,0.9276,766,0.9268,682,0.9707,766,0.9472,May-23,6/16/23
620011,Hamden School District,,All Students,5329,0.9066,5390,0.898,5267,0.8857,5339,0.9429,May-23,6/16/23
620011,Hamden School District,Homelessness,Students Experiencing Homelessness,27,0.876,36,0.8099,26,0.7355,,,May-23,6/16/23
620011,Hamden School District,Students With Disabilities,Students With Disabilities,921,0.8793,976,0.8672,984,0.8245,967,0.9221,May-23,6/16/23
620011,Hamden School District,Free/Reduced Lunch,Free Meal Eligible,1814,0.8883,2030,0.8747,1600,0.8374,2185,0.9285,May-23,6/16/23
620011,Hamden School District,Free/Reduced Lunch,Reduced Price Meal Eligible,376,0.9176,376,0.9061,278,0.8972,364,0.9516,May-23,6/16/23
620011,Hamden School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,2190,0.8933,2406,0.8796,1878,0.8464,2549,0.9319,May-23,6/16/23
620011,Hamden School District,English Learners,English Learners,367,0.9197,384,0.9078,328,0.8821,368,0.9409,May-23,6/16/23
620011,Hamden School District,Race/Ethnicity,All other races,728,0.9209,684,0.9185,678,0.9179,699,0.9539,May-23,6/16/23
620011,Hamden School District,Race/Ethnicity,Black or African American,1693,0.9019,1719,0.8887,1641,0.8553,1650,0.9418,May-23,6/16/23
620011,Hamden School District,Race/Ethnicity,Hispanic/Latino of any race,1428,0.8993,1359,0.8855,1231,0.8618,1174,0.9325,May-23,6/16/23
620011,Hamden School District,Race/Ethnicity,White,1480,0.912,1628,0.9095,1717,0.9186,1816,0.9462,May-23,6/16/23
620011,Hamden School District,High Needs,Students Without High Needs,2541,0.9201,2423,0.9178,2708,0.9193,2293,0.9558,May-23,6/16/23
620011,Hamden School District,High Needs,Students With High Needs,2788,0.8946,2967,0.8815,2559,0.8496,3046,0.9329,May-23,6/16/23
630011,Hampton School District,,All Students,60,0.9323,63,0.9155,58,0.9479,76,0.9535,May-23,6/16/23
630011,Hampton School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,23,0.9165,22,0.8889,,,31,0.942,May-23,6/16/23
630011,Hampton School District,Race/Ethnicity,White,51,0.9371,55,0.9123,53,0.9452,68,0.9511,May-23,6/16/23
630011,Hampton School District,High Needs,Students Without High Needs,27,0.9519,28,0.9286,28,0.9607,34,0.9637,May-23,6/16/23
630011,Hampton School District,High Needs,Students With High Needs,33,0.9174,35,0.9047,30,0.9362,42,0.9449,May-23,6/16/23
640011,Hartford School District,,All Students,15448,0.8734,15790,0.8652,16371,0.8373,17344,0.9082,May-23,6/16/23
640011,Hartford School District,Homelessness,Students Experiencing Homelessness,153,0.8021,331,0.7827,215,0.727,437,0.8454,May-23,6/16/23
640011,Hartford School District,Students With Disabilities,Students With Disabilities,2993,0.8374,3354,0.8282,3452,0.7851,3614,0.8701,May-23,6/16/23
640011,Hartford School District,Free/Reduced Lunch,Free Meal Eligible,11580,0.8612,12541,0.8514,13250,0.8168,14146,0.8994,May-23,6/16/23
640011,Hartford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,422,0.9257,413,0.9215,397,0.9108,415,0.9463,May-23,6/16/23
640011,Hartford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,12002,0.8635,12954,0.8536,13647,0.8196,14561,0.9008,May-23,6/16/23
640011,Hartford School District,English Learners,English Learners,3701,0.8713,3930,0.8585,3807,0.8094,4054,0.9003,May-23,6/16/23
640011,Hartford School District,Race/Ethnicity,All other races,967,0.9034,989,0.9018,1065,0.9142,1023,0.9309,May-23,6/16/23
640011,Hartford School District,Race/Ethnicity,Black or African American,4490,0.887,4705,0.8779,4874,0.8453,5203,0.9152,May-23,6/16/23
640011,Hartford School District,Race/Ethnicity,Hispanic/Latino of any race,8957,0.8596,8962,0.8485,9203,0.8125,9633,0.8967,May-23,6/16/23
640011,Hartford School District,Race/Ethnicity,White,1034,0.9055,1134,0.9108,1229,0.9218,1485,0.9407,May-23,6/16/23
640011,Hartford School District,High Needs,Students Without High Needs,2496,0.9154,1904,0.9286,2007,0.9445,2075,0.953,May-23,6/16/23
640011,Hartford School District,High Needs,Students With High Needs,12952,0.8665,13886,0.8564,14364,0.8223,15269,0.902,May-23,6/16/23
650011,Hartland School District,,All Students,109,0.9547,129,0.9361,144,0.961,148,0.9545,May-23,6/16/23
650011,Hartland School District,Students With Disabilities,Students With Disabilities,24,0.9508,32,0.9255,32,0.9492,31,0.9533,May-23,6/16/23
650011,Hartland School District,Race/Ethnicity,White,92,0.9554,109,0.9354,123,0.962,128,0.9542,May-23,6/16/23
650011,Hartland School District,High Needs,Students Without High Needs,76,0.9596,87,0.9397,94,0.9758,96,0.9587,May-23,6/16/23
650011,Hartland School District,High Needs,Students With High Needs,33,0.9435,42,0.9287,50,0.9335,52,0.9469,May-23,6/16/23
670011,Hebron School District,,All Students,630,0.9479,634,0.9531,599,0.971,593,0.9585,May-23,6/16/23
670011,Hebron School District,Students With Disabilities,Students With Disabilities,73,0.9474,78,0.9508,74,0.9659,71,0.9494,May-23,6/16/23
670011,Hebron School District,Free/Reduced Lunch,Free Meal Eligible,74,0.9393,82,0.9449,78,0.9602,,,May-23,6/16/23
670011,Hebron School District,Free/Reduced Lunch,Reduced Price Meal Eligible,26,0.9447,28,0.9411,24,0.9618,,,May-23,6/16/23
670011,Hebron School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,100,0.9407,110,0.9439,102,0.9606,91,0.9488,May-23,6/16/23
670011,Hebron School District,Race/Ethnicity,Hispanic/Latino of any race,33,0.9345,35,0.9328,30,0.9471,23,0.9554,May-23,6/16/23
670011,Hebron School District,Race/Ethnicity,White,555,0.9482,561,0.9545,543,0.9722,544,0.9583,May-23,6/16/23
670011,Hebron School District,High Needs,Students Without High Needs,476,0.9494,472,0.9552,446,0.9735,452,0.9606,May-23,6/16/23
670011,Hebron School District,High Needs,Students With High Needs,154,0.9434,162,0.947,153,0.9638,141,0.9519,May-23,6/16/23
680011,Kent School District,,All Students,178,0.9447,195,0.947,189,0.9664,190,0.9565,May-23,6/16/23
680011,Kent School District,Students With Disabilities,Students With Disabilities,23,0.9342,21,0.9249,,,,,May-23,6/16/23
680011,Kent School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,41,0.9306,44,0.919,40,0.9479,45,0.9479,May-23,6/16/23
680011,Kent School District,Race/Ethnicity,White,148,0.945,165,0.9476,156,0.9671,159,0.9552,May-23,6/16/23
680011,Kent School District,High Needs,Students Without High Needs,122,0.9493,140,0.9561,138,0.9721,133,0.9593,May-23,6/16/23
680011,Kent School District,High Needs,Students With High Needs,56,0.9348,55,0.9238,51,0.9509,57,0.9498,May-23,6/16/23
690011,Killingly School District,,All Students,2300,0.9046,2244,0.9143,2235,0.8977,2317,0.9378,May-23,6/16/23
690011,Killingly School District,Homelessness,Students Experiencing Homelessness,32,0.8942,41,0.8707,30,0.7592,33,0.8552,May-23,6/16/23
690011,Killingly School District,Students With Disabilities,Students With Disabilities,439,0.884,441,0.8926,405,0.8559,383,0.9154,May-23,6/16/23
690011,Killingly School District,Free/Reduced Lunch,Free Meal Eligible,930,0.8788,950,0.8885,908,0.8504,1031,0.9239,May-23,6/16/23
690011,Killingly School District,Free/Reduced Lunch,Reduced Price Meal Eligible,171,0.9118,127,0.9234,158,0.9055,168,0.9388,May-23,6/16/23
690011,Killingly School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1101,0.8838,1077,0.8927,1066,0.8587,1199,0.926,May-23,6/16/23
690011,Killingly School District,English Learners,English Learners,54,0.9151,68,0.9141,66,0.8829,59,0.9393,May-23,6/16/23
690011,Killingly School District,Race/Ethnicity,All other races,221,0.9077,214,0.9173,212,0.8846,213,0.9411,May-23,6/16/23
690011,Killingly School District,Race/Ethnicity,Black or African American,47,0.9099,35,0.9252,37,0.8839,51,0.9298,May-23,6/16/23
690011,Killingly School District,Race/Ethnicity,Hispanic/Latino of any race,264,0.8832,259,0.8918,220,0.8565,221,0.9245,May-23,6/16/23
690011,Killingly School District,Race/Ethnicity,White,1768,0.9072,1736,0.9169,1766,0.9045,1832,0.9393,May-23,6/16/23
690011,Killingly School District,High Needs,Students Without High Needs,1035,0.9273,996,0.9364,1009,0.9358,984,0.9528,May-23,6/16/23
690011,Killingly School District,High Needs,Students With High Needs,1265,0.8866,1248,0.8963,1226,0.8659,1333,0.9266,May-23,6/16/23
710011,Lebanon School District,,All Students,885,0.9306,883,0.9391,897,0.9595,934,0.9534,May-23,6/16/23
710011,Lebanon School District,Students With Disabilities,Students With Disabilities,153,0.9197,152,0.9219,147,0.9303,166,0.9419,May-23,6/16/23
710011,Lebanon School District,Free/Reduced Lunch,Free Meal Eligible,207,0.9123,221,0.9187,217,0.9381,230,0.9409,May-23,6/16/23
710011,Lebanon School District,Free/Reduced Lunch,Reduced Price Meal Eligible,47,0.9197,46,0.9317,43,0.9552,60,0.9537,May-23,6/16/23
710011,Lebanon School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,254,0.9137,267,0.9209,260,0.9408,290,0.9436,May-23,6/16/23
710011,Lebanon School District,Race/Ethnicity,Hispanic/Latino of any race,77,0.915,66,0.9414,61,0.951,52,0.9534,May-23,6/16/23
710011,Lebanon School District,Race/Ethnicity,White,764,0.9318,772,0.9409,786,0.961,831,0.9531,May-23,6/16/23
710011,Lebanon School District,High Needs,Students Without High Needs,546,0.9394,535,0.9489,550,0.9687,553,0.9588,May-23,6/16/23
710011,Lebanon School District,High Needs,Students With High Needs,339,0.9165,348,0.9239,347,0.945,381,0.9455,May-23,6/16/23
720011,Ledyard School District,,All Students,2319,0.9199,2364,0.9198,2289,0.9158,2341,0.9527,May-23,6/16/23
720011,Ledyard School District,Students With Disabilities,Students With Disabilities,401,0.8968,416,0.896,415,0.8964,445,0.9464,May-23,6/16/23
720011,Ledyard School District,Free/Reduced Lunch,Free Meal Eligible,434,0.8958,476,0.895,440,0.8765,527,0.9404,May-23,6/16/23
720011,Ledyard School District,Free/Reduced Lunch,Reduced Price Meal Eligible,109,0.9067,134,0.8929,123,0.9054,177,0.9507,May-23,6/16/23
720011,Ledyard School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,543,0.898,610,0.8945,563,0.8829,704,0.9431,May-23,6/16/23
720011,Ledyard School District,English Learners,English Learners,35,0.9292,43,0.9176,37,0.9093,37,0.9543,May-23,6/16/23
720011,Ledyard School District,Race/Ethnicity,All other races,305,0.9094,302,0.9063,286,0.8867,279,0.9486,May-23,6/16/23
720011,Ledyard School District,Race/Ethnicity,Black or African American,98,0.908,107,0.8986,110,0.9136,125,0.9511,May-23,6/16/23
720011,Ledyard School District,Race/Ethnicity,Hispanic/Latino of any race,282,0.9068,273,0.9084,248,0.902,261,0.9502,May-23,6/16/23
720011,Ledyard School District,Race/Ethnicity,White,1634,0.9248,1682,0.9254,1645,0.9229,1676,0.9539,May-23,6/16/23
720011,Ledyard School District,High Needs,Students Without High Needs,1489,0.9306,1469,0.9334,1443,0.9303,1355,0.9585,May-23,6/16/23
720011,Ledyard School District,High Needs,Students With High Needs,830,0.9008,895,0.8974,846,0.8913,986,0.9447,May-23,6/16/23
730011,Lisbon School District,,All Students,386,0.9312,381,0.9226,397,0.9485,387,0.9601,May-23,6/16/23
730011,Lisbon School District,Students With Disabilities,Students With Disabilities,71,0.9224,73,0.9083,65,0.9382,60,0.946,May-23,6/16/23
730011,Lisbon School District,Free/Reduced Lunch,Free Meal Eligible,106,0.9255,113,0.9108,127,0.9384,111,0.956,May-23,6/16/23
730011,Lisbon School District,Free/Reduced Lunch,Reduced Price Meal Eligible,26,0.93,24,0.9268,21,0.9666,32,0.9557,May-23,6/16/23
730011,Lisbon School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,132,0.9264,137,0.9136,148,0.9425,143,0.956,May-23,6/16/23
730011,Lisbon School District,Race/Ethnicity,Hispanic/Latino of any race,56,0.9213,44,0.904,52,0.9259,44,0.9467,May-23,6/16/23
730011,Lisbon School District,Race/Ethnicity,White,301,0.9322,303,0.9247,305,0.9515,302,0.962,May-23,6/16/23
730011,Lisbon School District,High Needs,Students Without High Needs,213,0.9344,204,0.9294,214,0.9524,215,0.9648,May-23,6/16/23
730011,Lisbon School District,High Needs,Students With High Needs,173,0.9273,177,0.9148,183,0.944,172,0.954,May-23,6/16/23
740011,Litchfield School District,,All Students,787,0.9325,807,0.9356,805,0.951,833,0.9586,May-23,6/16/23
740011,Litchfield School District,Students With Disabilities,Students With Disabilities,141,0.9021,150,0.9099,152,0.9352,142,0.9363,May-23,6/16/23
740011,Litchfield School District,Free/Reduced Lunch,Free Meal Eligible,105,0.9232,118,0.9274,119,0.9343,142,0.9491,May-23,6/16/23
740011,Litchfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,45,0.9145,38,0.9216,27,0.9569,46,0.9543,May-23,6/16/23
740011,Litchfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,150,0.9206,156,0.9259,146,0.9385,188,0.9504,May-23,6/16/23
740011,Litchfield School District,Race/Ethnicity,Hispanic/Latino of any race,62,0.9167,59,0.9019,50,0.947,44,0.9482,May-23,6/16/23
740011,Litchfield School District,Race/Ethnicity,White,692,0.9333,705,0.9385,716,0.9516,748,0.9589,May-23,6/16/23
740011,Litchfield School District,High Needs,Students Without High Needs,536,0.9392,541,0.943,546,0.9552,547,0.9646,May-23,6/16/23
740011,Litchfield School District,High Needs,Students With High Needs,251,0.9179,266,0.9203,259,0.9421,286,0.947,May-23,6/16/23
760011,Madison School District,,All Students,2406,0.9527,2408,0.9607,2454,0.9754,2584,0.9625,May-23,6/16/23
760011,Madison School District,Students With Disabilities,Students With Disabilities,345,0.947,347,0.9502,348,0.965,380,0.9592,May-23,6/16/23
760011,Madison School District,Free/Reduced Lunch,Free Meal Eligible,70,0.949,67,0.9393,,,66,0.9498,May-23,6/16/23
760011,Madison School District,Free/Reduced Lunch,Reduced Price Meal Eligible,29,0.9581,20,0.9687,,,26,0.9586,May-23,6/16/23
760011,Madison School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,99,0.9517,87,0.946,75,0.9513,92,0.9523,May-23,6/16/23
760011,Madison School District,English Learners,English Learners,36,0.9603,39,0.9588,36,0.9677,38,0.9583,May-23,6/16/23
760011,Madison School District,Race/Ethnicity,All other races,189,0.9573,183,0.9701,187,0.9799,211,0.9668,May-23,6/16/23
760011,Madison School District,Race/Ethnicity,White,2035,0.9522,2055,0.96,2106,0.9758,2230,0.962,May-23,6/16/23
760011,Madison School District,High Needs,Students Without High Needs,1970,0.9535,1980,0.9626,2032,0.9776,2120,0.9632,May-23,6/16/23
760011,Madison School District,High Needs,Students With High Needs,436,0.9488,428,0.9516,422,0.9648,464,0.9593,May-23,6/16/23
770011,Manchester School District,,All Students,6014,0.9114,6031,0.8929,5939,0.8905,6023,0.9325,May-23,6/16/23
770011,Manchester School District,Homelessness,Students Experiencing Homelessness,26,0.8367,22,0.8239,20,0.6627,40,0.8938,May-23,6/16/23
770011,Manchester School District,Students With Disabilities,Students With Disabilities,972,0.8745,1011,0.8604,956,0.8364,959,0.9103,May-23,6/16/23
770011,Manchester School District,Free/Reduced Lunch,Free Meal Eligible,2653,0.8933,3106,0.8661,3048,0.8482,3311,0.9186,May-23,6/16/23
770011,Manchester School District,Free/Reduced Lunch,Reduced Price Meal Eligible,420,0.9222,387,0.9092,364,0.9056,423,0.9469,May-23,6/16/23
770011,Manchester School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,3073,0.8972,3493,0.8709,3412,0.8544,3734,0.9219,May-23,6/16/23
770011,Manchester School District,English Learners,English Learners,470,0.9114,532,0.8879,452,0.8796,455,0.9195,May-23,6/16/23
770011,Manchester School District,Race/Ethnicity,All other races,716,0.9203,666,0.9024,666,0.9201,680,0.9348,May-23,6/16/23
770011,Manchester School District,Race/Ethnicity,Black or African American,1496,0.9208,1483,0.8982,1460,0.8768,1514,0.9378,May-23,6/16/23
770011,Manchester School District,Race/Ethnicity,Hispanic/Latino of any race,2050,0.8927,2012,0.8706,1870,0.8589,1777,0.9196,May-23,6/16/23
770011,Manchester School District,Race/Ethnicity,White,1752,0.9217,1870,0.9088,1943,0.92,2052,0.939,May-23,6/16/23
770011,Manchester School District,High Needs,Students Without High Needs,2426,0.9334,2090,0.9265,2130,0.9411,1942,0.9509,May-23,6/16/23
770011,Manchester School District,High Needs,Students With High Needs,3588,0.8971,3941,0.8747,3809,0.8615,4081,0.9236,May-23,6/16/23
780011,Mansfield School District,,All Students,947,0.9278,948,0.9366,976,0.9581,1075,0.9567,May-23,6/16/23
780011,Mansfield School District,Students With Disabilities,Students With Disabilities,134,0.9133,140,0.9123,136,0.9363,138,0.947,May-23,6/16/23
780011,Mansfield School District,Free/Reduced Lunch,Free Meal Eligible,236,0.9045,243,0.9075,259,0.9289,302,0.9461,May-23,6/16/23
780011,Mansfield School District,Free/Reduced Lunch,Reduced Price Meal Eligible,38,0.9111,32,0.943,29,0.9623,42,0.959,May-23,6/16/23
780011,Mansfield School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,274,0.9054,275,0.9117,288,0.9324,344,0.9477,May-23,6/16/23
780011,Mansfield School District,English Learners,English Learners,63,0.914,60,0.9376,41,0.9619,63,0.9664,May-23,6/16/23
780011,Mansfield School District,Race/Ethnicity,All other races,143,0.938,151,0.9571,165,0.9765,195,0.9651,May-23,6/16/23
780011,Mansfield School District,Race/Ethnicity,Black or African American,36,0.9248,32,0.9343,33,0.9307,31,0.9431,May-23,6/16/23
780011,Mansfield School District,Race/Ethnicity,Hispanic/Latino of any race,157,0.9104,150,0.9111,148,0.9268,144,0.9467,May-23,6/16/23
780011,Mansfield School District,Race/Ethnicity,White,611,0.9301,615,0.9379,630,0.962,705,0.957,May-23,6/16/23
780011,Mansfield School District,High Needs,Students Without High Needs,584,0.938,585,0.9477,604,0.9692,631,0.9608,May-23,6/16/23
780011,Mansfield School District,High Needs,Students With High Needs,363,0.9115,363,0.9185,372,0.9398,444,0.9506,May-23,6/16/23
790011,Marlborough School District,,All Students,433,0.9389,429,0.9501,419,0.9537,427,0.9577,May-23,6/16/23
790011,Marlborough School District,Students With Disabilities,Students With Disabilities,51,0.9228,50,0.9421,52,0.9464,55,0.9563,May-23,6/16/23
790011,Marlborough School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,68,0.924,68,0.9346,59,0.9358,66,0.9536,May-23,6/16/23
790011,Marlborough School District,Race/Ethnicity,Hispanic/Latino of any race,41,0.9249,40,0.9447,30,0.9325,29,0.9631,May-23,6/16/23
790011,Marlborough School District,Race/Ethnicity,White,368,0.9415,366,0.9516,365,0.9545,369,0.9571,May-23,6/16/23
790011,Marlborough School District,High Needs,Students Without High Needs,327,0.9426,322,0.9532,316,0.9564,316,0.9582,May-23,6/16/23
790011,Marlborough School District,High Needs,Students With High Needs,106,0.9276,107,0.9412,103,0.9451,111,0.9564,May-23,6/16/23
800011,Meriden School District,,All Students,8539,0.912,8390,0.9156,8121,0.93,8052,0.9457,May-23,6/16/23
800011,Meriden School District,Homelessness,Students Experiencing Homelessness,36,0.8354,55,0.8361,34,0.8314,58,0.9147,May-23,6/16/23
800011,Meriden School District,Students With Disabilities,Students With Disabilities,1576,0.8862,1689,0.8891,1665,0.8973,1630,0.9244,May-23,6/16/23
800011,Meriden School District,Free/Reduced Lunch,Free Meal Eligible,5214,0.8983,5439,0.9025,5370,0.9172,5366,0.9379,May-23,6/16/23
800011,Meriden School District,Free/Reduced Lunch,Reduced Price Meal Eligible,1157,0.9335,1105,0.9342,974,0.9502,901,0.9588,May-23,6/16/23
800011,Meriden School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,6371,0.9047,6544,0.9079,6344,0.9225,6267,0.941,May-23,6/16/23
800011,Meriden School District,English Learners,English Learners,1422,0.9139,1464,0.9111,1351,0.9246,1389,0.942,May-23,6/16/23
800011,Meriden School District,Race/Ethnicity,All other races,538,0.9271,535,0.9249,496,0.9445,516,0.9533,May-23,6/16/23
800011,Meriden School District,Race/Ethnicity,Black or African American,992,0.9145,946,0.9182,898,0.9309,841,0.9521,May-23,6/16/23
800011,Meriden School District,Race/Ethnicity,Hispanic/Latino of any race,5181,0.9062,4983,0.9089,4751,0.9228,4663,0.9407,May-23,6/16/23
800011,Meriden School District,Race/Ethnicity,White,1828,0.9224,1926,0.9289,1976,0.9428,2032,0.9526,May-23,6/16/23
800011,Meriden School District,High Needs,Students Without High Needs,1716,0.9379,1426,0.9482,1412,0.9626,1433,0.9655,May-23,6/16/23
800011,Meriden School District,High Needs,Students With High Needs,6823,0.906,6964,0.9089,6709,0.9229,6619,0.9414,May-23,6/16/23
830011,Middletown School District,,All Students,4292,0.9024,4338,0.9082,4307,0.924,4488,0.9445,May-23,6/16/23
830011,Middletown School District,Homelessness,Students Experiencing Homelessness,40,0.7977,54,0.8314,34,0.7725,39,0.8761,May-23,6/16/23
830011,Middletown School District,Students With Disabilities,Students With Disabilities,611,0.8754,615,0.8824,606,0.8722,606,0.9248,May-23,6/16/23
830011,Middletown School District,Free/Reduced Lunch,Free Meal Eligible,1744,0.8727,1853,0.884,1543,0.8804,1933,0.9303,May-23,6/16/23
830011,Middletown School District,Free/Reduced Lunch,Reduced Price Meal Eligible,348,0.8975,284,0.8983,239,0.9085,228,0.9497,May-23,6/16/23
830011,Middletown School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,2092,0.8768,2137,0.8859,1782,0.8842,2161,0.9324,May-23,6/16/23
830011,Middletown School District,English Learners,English Learners,204,0.9036,202,0.9048,164,0.8997,183,0.9435,May-23,6/16/23
830011,Middletown School District,Race/Ethnicity,All other races,690,0.9044,700,0.9098,679,0.9311,635,0.9496,May-23,6/16/23
830011,Middletown School District,Race/Ethnicity,Black or African American,964,0.8883,951,0.8928,882,0.892,907,0.9399,May-23,6/16/23
830011,Middletown School District,Race/Ethnicity,Hispanic/Latino of any race,794,0.8806,709,0.8917,798,0.8859,883,0.9299,May-23,6/16/23
830011,Middletown School District,Race/Ethnicity,White,1844,0.918,1978,0.9209,1948,0.9515,2063,0.9513,May-23,6/16/23
830011,Middletown School District,High Needs,Students Without High Needs,1941,0.9287,1947,0.9328,2209,0.958,2075,0.9577,May-23,6/16/23
830011,Middletown School District,High Needs,Students With High Needs,2351,0.881,2391,0.8879,2098,0.8882,2413,0.9331,May-23,6/16/23
840011,Milford School District,,All Students,5105,0.9333,5199,0.9233,5279,0.9435,5395,0.95,May-23,6/16/23
840011,Milford School District,Students With Disabilities,Students With Disabilities,809,0.9074,856,0.8896,843,0.9117,817,0.9256,May-23,6/16/23
840011,Milford School District,Free/Reduced Lunch,Free Meal Eligible,937,0.9156,1097,0.9019,1190,0.9111,1292,0.9347,May-23,6/16/23
840011,Milford School District,Free/Reduced Lunch,Reduced Price Meal Eligible,265,0.9225,282,0.9167,249,0.931,233,0.9516,May-23,6/16/23
840011,Milford School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,1202,0.9171,1379,0.9049,1439,0.9145,1525,0.9374,May-23,6/16/23
840011,Milford School District,English Learners,English Learners,120,0.9288,145,0.9348,134,0.9429,155,0.9446,May-23,6/16/23
840011,Milford School District,Race/Ethnicity,All other races,682,0.9383,655,0.9335,643,0.9548,651,0.9559,May-23,6/16/23
840011,Milford School District,Race/Ethnicity,Black or African American,249,0.9404,252,0.9105,253,0.9108,253,0.949,May-23,6/16/23
840011,Milford School District,Race/Ethnicity,Hispanic/Latino of any race,798,0.9261,769,0.9152,696,0.9337,666,0.9474,May-23,6/16/23
840011,Milford School District,Race/Ethnicity,White,3376,0.9334,3523,0.924,3687,0.9456,3825,0.9495,May-23,6/16/23
840011,Milford School District,High Needs,Students Without High Needs,3323,0.9421,3225,0.9343,3291,0.9581,3316,0.9588,May-23,6/16/23
840011,Milford School District,High Needs,Students With High Needs,1782,0.9169,1974,0.9053,1988,0.9191,2079,0.9356,May-23,6/16/23
850011,Monroe School District,,All Students,3339,0.9435,3311,0.9498,3188,0.9777,3128,0.961,May-23,6/16/23
850011,Monroe School District,Students With Disabilities,Students With Disabilities,453,0.9267,474,0.9353,439,0.9644,405,0.9462,May-23,6/16/23
850011,Monroe School District,Free/Reduced Lunch,Free Meal Eligible,320,0.9266,309,0.9313,279,0.9565,279,0.9456,May-23,6/16/23
850011,Monroe School District,Free/Reduced Lunch,Reduced Price Meal Eligible,75,0.9381,73,0.949,72,0.969,61,0.951,May-23,6/16/23
850011,Monroe School District,Free/Reduced Lunch,Free/Reduced Price Meal Eligible,395,0.9289,382,0.9346,351,0.959,340,0.9466,May-23,6/16/23
850011,Monroe School District,English Learners,English Learners,76,0.9388,55,0.9499,41,0.9624,33,0.9615,May-23,6/16/23
850011,Monroe School District,Race/Ethnicity,All other races,311,0.9429,311,0.9538,306,0.9778,280,0.9675,May-23,6/16/23
850011,Monroe School District,Race/Ethnicity,Black or African American,122,0.953,102,0.9594,76,0.9759,66,0.969,May-23,6/16/23
